,place_name,price_usd_per_m2,surface_total_in_m2,lat,lon,floor,rooms,description,title,avenida,amenities,balcon,gimnasio,SUM,cochera,parrilla,pileta,patio,terraza,lavadero,Belgrano,Nuñez,Palermo,Palermo Hollywood,Recoleta,surface_total_in_m2_2,distancia_obelisco,habitaciones
647,Palermo,3604.6511627906975,43.0,-34.5927419,-58.406147,,1.0,"Excelente monoambiente a estrenar en una de las mejores zonas de Palermo. Ubicado a sólo pasos de la estación Agüero del subte D que comunica con los principales centros comerciales, turísticos y gastronómicos. A tres cuadras del Alto Palermo Shopping y cercano a facultades y cines. El mismo cuente con, Living-comedor con cocina integrada. Anafe eléctrico 2 hornallas, altos y bajo mesadas. Mesada de granito blanco. Piso de porcelanatto. Balcón al frente, y un Baño completo. Posee amenities de lujo, amplias terrazas con dos piscinas climatizada, sum, gym , jacuzzi, lundry y seguridad 24hs. HAY MAS UNIDADES, CONSULTAR!!!! DIGNO DE VER!!! FGK PROPIEDADES. /", Santa Fe 2800 - Palermo - Capital Federal,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1849.0,2811.986565679958,
648,Palermo,3266.666666666666,75.0,-34.5927419,-58.406147,,1.0,"Excelente monoambiente a estrenar en una de las mejores zonas de Palermo. Ubicado a sólo pasos de la estación Agüero del subte D que comunica con los principales centros comerciales, turísticos y gastronómicos. A tres cuadras del Alto Palermo Shopping y cercano a facultades y cines. El mismo cuente con, Living-comedor con cocina integrada. Anafe eléctrico 2 hornallas, altos y bajo mesadas. Mesada de granito blanco. Piso de porcelanatto. Balcón al frente, y un Baño completo. Posee amenities de lujo, amplias terrazas con dos piscinas climatizada, sum, gym , jacuzzi, lundry y seguridad 24hs. HAY MAS UNIDADES, CONSULTAR!!!! DIGNO DE VER!!! FGK PROPIEDADES. /", Santa Fe 2800 - Palermo - Capital Federal,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,5625.0,2811.986565679958,
697,Barrio Norte,3448.2758620689656,29.0,-34.5993216,-58.3944644,7.0,2.0,"VENTA DEPARTAMENTO 2 AMBIENTES BARRIO NORTEImpecable unidad al frente con vista abierta, en excelente ubicación a metros de Av. Cordoba, Plaza Houssay y facultades.  Consta de living-comedor, dormitorio con placard, cocina independiente equipada con muebles bajo y sobre mesada y baño completo. Los ambientes son muy luminosos.LEPORE PROPIEDADES  LEPORE Propiedades S.A.CUIT : 33-60234274-9C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro)AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI) -  - LEPORE PROPIEDADES",DEPARTAMENTO EN VENTA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841.0,1459.24762785105,
748,Belgrano,1924.342105263158,304.0,-34.572860247,-58.4396162589,,4.0,"Superficie total por escritura de 197,92 m2Adicionalmente la propiedad cuenta con un patio de uso exclusivo de 76 m2 aprox y un quincho de 34 m2 aprox.Excelente semipiso.Cochera Fija.Excelente ubicación sobre Av Cabildo, fácil acceso a todos los medios de transportes.Metrobus y Subte DEdificio de calidad.Doble entrada. Pallier privado. Hall de entrada.Hermoso y amplísimo living comedor.Grandes ventanales al balcón corrido.Escritorio.Toilette de recepción.Hall distribuidor con grandes placards.3 dormitorios con placards con acceso a gran patio en contrafrente con deck.2 baños completos.Cocina reciclada a nuevo con isla desayunadora.Amplio comedor diario o estar íntimocon placard vajillero.Quincho con parrilla y lavadero.Sala de estar con 2 habitaciones ybaño con ducha.Baulera.Vea el video de este inmueble en  (código AJ31181).Antigüedad, superficie y medidas aprox. - Expensas sujetas a aumentos - AccesibleCABILDO 500 Propiedades, desde 1976 especialistas en operaciones simultáneas, , Tasaciones  -  - CABILDO 500",DEPARTAMENTO EN VENTA,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,92416.0,6712.658845544099,2.0
749,Belgrano,1924.342105263158,304.0,-34.572860247,-58.4396162589,,6.0,"Superficie total por escritura de 197,92 m2Adicionalmente la propiedad cuenta con un patio de uso exclusivo de 76 m2 aprox y un quincho de 34 m2 aprox.Excelente semipiso.Cochera Fija.Excelente ubicación sobre Av Cabildo, fácil acceso a todos los medios de transportes.Metrobus y Subte DEdificio de calidad.Doble entrada. Pallier privado. Hall de entrada.Hermoso y amplísimo living comedor.Grandes ventanales al balcón corrido.Escritorio.Toilette de recepción.Hall distribuidor con grandes placards.3 dormitorios con placards con acceso a gran patio en contrafrente con deck.2 baños completos.Cocina reciclada a nuevo con isla desayunadora.Amplio comedor diario o estar íntimocon placard vajillero.Quincho con parrilla y lavadero.Sala de estar con 2 habitaciones ybaño con ducha.Baulera.Vea el video de este inmueble en  (código AJ31181).Antigüedad, superficie y medidas aprox. - Expensas sujetas a aumentos - AccesibleCABILDO 500 Propiedades, desde 1976 especialistas en operaciones simultáneas, , Tasaciones  -  - CABILDO 500",DEPARTAMENTO EN VENTA,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,92416.0,6712.658845544099,2.0
751,Palermo,2924.528301886793,159.0,-34.5803723,-58.4143806,,4.0,"VENTA DEPARTAMENTO 5 AMBIENTES en PALERMOExcelente departamento de un piso en el barrio de Palermo. Cuenta con living, comedor diario grande , cocina muy amplia, hall de distribución con placard y balcón en L aterrazado. Un dormitorio en suite al frente con vestidor y dos dormitorios con placards. Otro baño completo.Doble circulación, aire acondicionado. Completamente equipado. Dependencia de servicio con baño, lavadero y baulera. Cochera.ABL $ 2400 AYSA $ 500 -  - ESTUDIO LCA",DEPARTAMENTO EN VENTA,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,25281.0,3901.6303868255372,
753,Palermo,5138.88888888889,36.0,-34.57154091,-58.4321322175,,2.0,"Venta de Departamento 2 AMBIENTES  muy luminoso,en Duplex, en Palermo, Cañitas. Cuenta con cochera . Cuenta con cocina integrada, con barra Desayunadora, cuenta con dos Aires Acondicionados,  Balcón. Excelente distribución del espacio y la luz en doble Altura.-El valor de las expensas incluye AYSA.Cristian Bau  Av. del Libertdor 4594 - CABA -  - CRISTIAN BAU PROPIEDADES",DEPARTAMENTO EN VENTA,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1296.0,5938.053617158694,
816,Nuñez,2448.9795918367345,147.0,-34.5499327522,-58.450782827,,4.0,"Venta de Departamento 3 Dormitorios en Nuñez, Capital FederalDúplex en esquina, 2° piso por escalera, con bajas expensas. Living y comedor. 3 dormitorios. 2 baños completos. Cocina con office. Lavadero y dependencia. 147m2Tesler PropiedadesTel: (54-11) 4781- -  - TESLER PROPIEDADES",DEPARTAMENTO EN VENTA,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,21609.0,8325.942901045892,
817,Belgrano,2448.9795918367345,147.0,-34.5499217064,-58.4508016024,,4.0,"Venta de Departamento 3 Dormitorios en Nuñez, Capital FederalDúplex en esquina, 2° piso por escalera, con bajas expensas. Living y comedor. 3 dormitorios. 2 baños completos. Cocina con office. Lavadero y dependencia. 147m2Tesler PropiedadesTel: (54-11) 4781- -  - TESLER PROPIEDADES",DEPARTAMENTO EN VENTA,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21609.0,8328.122821265693,
818,Belgrano,3131.7494600431964,463.0,-34.5639829756,-58.45013017300001,,5.0,"Venta de Departamento 4 Dormitorios en Belgrano, Capital FederalTríplex altísimo con excelente vista. Living y comedor. 4 dormitorios, todos en suite. 4 baños completos. Toilette. Lavadero y dependencia. Terraza propia de 119m2. Totalmente reciclado a nuevo. 2 cocheras fijas. Vigilancia 24hs.Tesler PropiedadesTel: (54-11) 4781- -  - TESLER PROPIEDADES",DEPARTAMENTO EN VENTA,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,214369.0,7982.198614960716,
840,Recoleta,4487.5,40.0,-34.586109,-58.3875047,,2.0,"Venta de Departamento 2 AMBIENTES en Recoleta, Capital FederalA unas cuadras de Buenos Aires Design, Plaza Francia, Cementerio de Recoleta. Importante zona gastronomica y de bares modernos. Facultad de derecho. Retiro. Sheraton. 5 minutos de microcentro. lineas de trenes y lineas de subterraneos, numerosas lineas de bus. y metrobus.. Se encuentra todo en perfectas condiciones, super Luminoso, muy ventilado. Aire acondicionado en cada ambiente Pisos nuevos. Baño y cocina amoblada. lavadero y living con balcon. Apto profesional Edificio con seguridad.El departamento esta todo nuevo .Ideal inversionista.El departamentos se encuentra alquilado desde marzo 2017 hasta marzo 2019 con una muy buena renta e inquilino de primera linea. Contrato altamente controlado y chequeado. -  - MACORD PROPIEDADES",DEPARTAMENTO EN VENTA,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1600.0,1224.9487640677742,
914,Belgrano,2463.768115942029,69.0,-34.5663225,-58.46308570000001,,2.0,"Venta de Departamento 2 AMBIENTES con COCHERA y TERRAZA en BelgranoLuminoso y amplio departamento de dos ambientes ubicado en el barrio de Belgrano R. Excelente zona a pasos de la calle Juramento, Belgrano Day School y comercios. El departamento cuenta con un living con hogar (el mismo es espacio cubierto ganado a la terraza), comedor y pequeña cocina independiente. Terraza propia de 5.80 x 3.90. Un dormitorio con salida al balcon terraza y un baño completo. Agua caliente individual por calefón. INCLUYE UN ESPACIO GUARDA COCHE.  Mas info al  ** TASAMOS HOY!***Se deja constancia que las medidas (tanto totales como parciales), superficies, m2 y proporciones indicadas en el presente son aproximadas y sujetas a verificación, variación y/o ajuste. El precio de la presente operación y/o de las expensas aquí indicadas están sujetos a modificación sin previo aviso. -  - KRELL BROKERS",DEPARTAMENTO EN VENTA,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,4761.0,9339.130804393912,
1090,Palermo,3941.176470588234,34.0,-34.5810409,-58.40622140000001,,1.0,"Edificio Bulnes Tower, arquitecto Tiscornia, apto profesional, un año de antiguedad. Amplio ambiente lleno de luz, con gran ventanal en L y vista abierta,  excelentes materiales.Posee amenities, pileta, gimnasio, sauna. opcional cochera fija (u$s 35.000)",Bulnes 2700,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1156.0,3049.779573179977,
1092,Palermo,5427.13567839196,199.0,-34.5731105,-58.4224486,,5.0,"Semipiso. PP. Living y comedor a balcón aterrazado. Toilette, 3 dormitorios en suite.Gran Playroom. Muy buena zona de cocina, lavadero y dependencias. Super luminoso.Sum con gimasio sauna sala de reuniones pileta. COCHERA DOBLE nº15 (una atras de la otra).Los servicios son individuales por Losa radiante. Agua Central  Vigilancia 24hs.",Sinclair 3200 5° A,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,39601.0,4892.714943593571,
1093,Recoleta,2812.5,160.0,-34.5854359704,-58.390531539899996,,5.0,"Excelente triplex en la cuadra del Patio Bulrrich, impecable. Lleno de luz y sol, totalmente reciclado. En un decimo piso, gran recepcion, toilette, cocina ,lavadero y dependencias. En el piso 11, tres dormitorios, uno en suite, y dos en semisuite con balcon. En el piso 12,comoda terraza con parrilla.Cochera y Vigilancia 24",Posadas 1200 10°,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,25600.0,1463.7343880938183,
1134,Barrio Norte,4980.0796812748995,251.0,-34.5898884,-58.385727,,7.0,"Excelente piso de categoría al frente, con  detalles de construcción, altura de techos, molduras y  excelente parquet de roble. Imponente recepción de amplio  hall de entrada, Living a balcón corrido, comedor separado por puertas corredizas. Toilette .Cuatro dormitorios, uno en suite, dos baños completos. Doble circulación. Gran sector de servicio compuesto por cocina, comedor diario, lavadero y tres dependencias .Dos cocheras fijas. Posee vigilancia las 24 hs.",Av. Alvear 1500 6° A,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,63001.0,933.189085144126,
1139,Barrio Norte,2483.985765124555,281.0,-34.58699620000001,-58.4078855,,5.0,"Excelente piso alto con balcon terraza, lleno de sol. Muy buenos pisos parquet de Roble en todo el departamento.PP,  Hall, Living, comedor al balcon terraza y escritorio o liv intimo, toilette. Estar intimo.Cuatro dormitorios, tres a balcon corrido al contrafrente a pulmon de manzana y uno en suite. Cocina, lavadero y dependencias. Cochera fija. ",Juncal 3000 8°,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,78961.0,3090.309475350635,
1141,Barrio Norte,2885.9060402684563,149.0,-34.5822561,-58.4029623,,4.0,"Edificio Antiguo de Categoria, PP. Living y comedor  a balcon corrido. Toilette. Tres dormitorios Doble circulacion. Cocina, Lavadero y dependencia. Posibilidad de alquilar cochera en edificio.",Billinghurst 2500 2° B,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,22201.0,2693.6911613565358,
1142,Recoleta,2962.962962962963,108.0,-34.59202929999999,-58.388441500000006,,3.0,"Excelente piso antiguo. Pisos de parquet de roble.Muy luminoso. Hall de entrada, amplio living-comedor, toilette. Dos dormitorios a balcon corrido al frente, lleno de sol. Comodo baño con ventana. Cocina Lavadero y dependencias que puede ser escritorio. Posibilidad de alquilar cochera enfrente.",Montevideo 1500 6°a,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,11664.0,1027.0955151299243,
1143,Barrio Norte,2038.8349514563104,309.0,-34.595608299999995,-58.3863485,,5.0,"Excelente piso antiguo de estilo racionalista, PP, Gran hall de entrada, increible recepcion de living comedor y escritorio a balcon al frente, vista abierta. toilette. 3/4 dormitorios, dos baños completos, Doble ciculacion. Amplio family , comedor diario, cocina,  gran lavadero y dos dependencias. lleno de luz y sol. Cochera. ",Av. Santa Fe 1300 4°,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,95481.0,713.7683938289164,
1156,Belgrano,3418.333333333333,90.0,-34.5606643,-58.44220870000001,,3.0,"En el Corazón verde de la ciudad, con vistas abiertas y frente a la cancha de golf, nace Pasaje del Golf. Una ubicacion privilegiada que combina el verde y la tranquilidad de el barrio Belgrano Chico con excelentes accesos .Un edificio de 11 pisos, con departamentos de 2 y 3 dormitorios con terminaciones de primera calidad. Amenities en ultimo piso con espectaculares vistas.La obra se inicia en Septiembre de 2016 y las unidades se ofrecen con financiacion a 30 meses.•Hall de acceso de doble altura revestido en mármol.•Piscina con solarium en Piso 11. •Parrillas.•Salón de fiestas.•Gimnasio vidriado •Cocheras•Equipo Multi SPLIT individual instalado.•Living con pisos de mármol travertino. •Doble Vidrio",Exclusiva unidad con vista abierta,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,8100.0,7208.220601758255,
1157,Belgrano,4277.933333333333,90.0,-34.5606643,-58.44220870000001,,3.0," En el Corazón verde de la ciudad, con vistas abiertas y frente a la cancha de golf, nace Pasaje del Golf. Una ubicación privilegiada que combina el verde y la tranquilidad de el barrio Belgrano Chico con excelentes accesos .Un edificio de 11 pisos, con departamentos de 2 y 3 dormitorios con terminaciones de primera calidad. Amenities en ultimo piso con espectaculares vistas.La obra se inicia en Septiembre de 2016 y las unidades se ofrecen con financiación a 30 meses.•Hall de acceso de doble altura revestido en mármol.•Piscina con solarium en Piso 11. •Parrillas.•Salón de fiestas.•Gimnasio vidriado •Cocheras•Equipo Multi SPLIT individual instalado.•Living con pisos de mármol travertino. •Doble Vidrio",Exclusivas unidades con vista abierta,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,8100.0,7208.220601758255,
1158,Belgrano,4199.25,140.0,-34.5606643,-58.44220870000001,,4.0,"En el Corazón verde de la ciudad, con vistas abiertas y frente a la cancha de golf, nace Pasaje del Golf. Una ubicación privilegiada que combina el verde y la tranquilidad de el barrio Belgrano Chico con excelentes accesos .Un edificio de 11 pisos, con departamentos de 2 y 3 dormitorios con terminaciones de primera calidad. Amenities en ultimo piso con espectaculares vistas.La obra se inicia en Septiembre de 2016 y las unidades se ofrecen con financiación a 30 meses.•Hall de acceso de doble altura revestido en mármol.•Piscina con solarium en Piso 11. •Parrillas.•Salón de fiestas.•Gimnasio vidriado •Cocheras•Equipo Multi SPLIT individual instalado.•Living con pisos de mármol travertino. •Doble Vidrio",Exclusivas unidades con vista abierta,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,19600.0,7208.220601758255,
1159,Belgrano,4604.254545454545,110.0,-34.5606643,-58.44220870000001,,3.0,"En el Corazón verde de la ciudad, con vistas abiertas y frente a la cancha de golf, nace Pasaje del Golf. Una ubicación privilegiada que combina el verde y la tranquilidad de el barrio Belgrano Chico con excelentes accesos .Un edificio de 11 pisos, con departamentos de 2 y 3 dormitorios con terminaciones de primera calidad. Amenities en ultimo piso con espectaculares vistas.La obra se inicia en Septiembre de 2016 y las unidades se ofrecen con financiación a 30 meses.•Hall de acceso de doble altura revestido en mármol.•Piscina con solarium en Piso 11. •Parrillas.•Salón de fiestas.•Gimnasio vidriado •Cocheras•Equipo Multi SPLIT individual instalado.•Living con pisos de mármol travertino. •Doble Vidrio",Exclusivas unidades con vista al golf,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,12100.0,7208.220601758255,
1162,Recoleta,2375.0,40.0,-34.594097399999995,-58.3911079,,1.0,"Monoambiente con terraza en excelente ubicacion, muy luminoso. Kitchenet y baño sin ducha. Apto profesional.",Juncal 1600 1° D ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1600.0,1202.751756929427,
1166,Recoleta,3176.470588235294,170.0,-34.5895459,-58.39736360000001,,4.0,"Lindisimo piso, en la mejor zona de Recoleta, PP cómoda recepción en L al frente a balcón corrido, toilette de recep, . Tres amplios dormitorios, dos baños completos, Muy buena planta con doble circulación. Cómoda cocina Lavadero y dependencias. sistema de vigilancia, ojo de águila. Servicios centrales. Una cochera fija. En el ultimo piso una habitación antiguamente destinada a los choferes de muy buenas medidas y excelente luz. Estado de Época. ",Rodriguez Peña 1800 6º,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,28900.0,1945.1549889119344,
